node,conceptualized_node,node_type
<每日HTTP資料傳輸統計報表(m365)>,"report, statistics, data

entity: 1992 los angeles riots
context: began after not-guilty verdicts for officers in beating of rodney king
your answer:
riots, uprising, violence",entity
資料同步,"data transfer, process, operation",entity
9.3.3/2025.02.26,software,entity
E,"entity, server",entity
splunk_銀行處11月月維護.,"event, maintenance",entity
Cybereyes介接套件,"gadget, device, equipment, tool",entity
239.38GB,"data size, storage",entity
2025/07/29 13:30,"time, date",entity
檢查各台主機KV store 憑證效期,task,entity
5.KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法，使其同時比對IP及網段,"ip, network",entity
2025/03/14 14:00,time,entity
ASM,"security, software, management",entity
<F5VPN特定使用者連線的紀錄(sas),"connection, data, log",entity
2.AI網站服務紀錄調閱 (202508-202510),service record,entity
Splunk Add-on for Google Cloud Platform,"software, application, tool, entity: mars rover curiosity
context: landed on mars in august 2013.
your answer:
robotics, vehicle, exploration, discovery",entity
17.10.8,"version, release",entity
每月報表,"report, document",entity
自8.0.3升版至8.2.3,version,entity
m365網址,"web, address, url",entity
轉送器監視設定,"setting, configuration",entity
0.31GB,"size, amount, capacity, data",entity
Splunk駐點服務202511第二周(2025/11/11),"event, meeting",entity
Splunk帳號,"account, username",entity
AI網站服務紀錄調閱儀表板建置,"service, interface",entity
personnel,"staff, employees, team

entity: eiffel tower
context: attracts nearly 7 million visitors each year.
your answer:
monument, landmark, tower",entity
PA 每月Block Category報表,"report, schedule, data",entity
PA,"assistant, support, role

entity: apple watch ultra
context: announced to replace the apple watch edition
your answer:
wearable, device, gadget",entity
KVstore,"database, store, system, engine",entity
H2,"gas, molecule",entity
KVstore狀態中,"state, condition",entity
B部門,"team, department, unit",entity
狀態描述,"description, report, account",entity
需列出的設備名稱,"name, list",entity
Splunk駐點服務202512第四周(2025/12/23),"service, event, task",entity
audit.log,"logfile, records, archive",entity
A客戶,"user, client, individual",entity
10月維護報告,"report, maintenance, update",entity
2025下半年度告警盤點,"project, work, task, plan, assessment",entity
CVE-2025-6454、CVE-2025-2256,"vulnerability, threat, flaw, bug, issue",entity
Splunk駐點服務202601第二周(2026/1/13),"event, meeting",entity
<F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心,"the given entity is not in english, and i can't generate abstract phrases for it.",entity
UAT,"testing, phase, environment",entity
server performance,"performance indicator, metrics, efficiency, health",entity
"A部門, B部門 tasks","section, division, department, task",entity
data,"information, statistics, records",entity
IDX硬碟,"hard drive, disk, storage",entity
pending tasks,"workload, duties, chores",entity
DLDK container NOT running,"system, process, task",entity
2025/11/11,"date, time",entity
FISAC API Input,"input, data, error, parameter

entity : ""cryptocurrency""
context: investing in cryptocurrency can be profitable.
your answer:
currency, asset, digital currency",entity
<Gen AI 連線紀錄(整月): monthly report>,"report, record, documentation",entity
intelligence,"system, capability, aptitude, cognition",entity
SASE VPN kick session報表建立,"report, document, tool",entity
2025/12/15 13:30,"date, time, hour",entity
2025/12/19 18:00,"time, hour, deadline",entity
imsdb01,"system, component, module",entity
2025/10/30 13:30 至 2025/10/30 17:00,"time, slot, period",entity
URL,"link, address",entity
indexer,person,entity
DNS Datamodel src欄位異常,"bug, issue, problem",entity
KGIBIDX04,"host, server, system",entity
path permissions,"access, control",entity
Linux,"operating system, software, platform",entity
2025/11/03 10:00,"time, moment, schedule",entity
8台,"machines, devices, tools",entity
2025/12/23 09:00至2025/12/23 18:00,"timeframe, duration, period, interval",entity
1.Splunk角色能力異常,"role, ability, anomaly",entity
硬碟使用率,"hardware, usage, capacity, rate",entity
"A人員,C人員","personnel, staff, team, workers",entity
Trendmicro,"company, organization, firm, service",entity
2025/11/21,date,entity
audit.log 持續累積,"file, log, data",entity
GitLab vulnerabilities,"security flaws, issues, defects",entity
附件中,"attachment, documents, files",entity
major vulnerabilities,"faults, issues, flaws",entity
PWLAN,"network, security, system",entity
B,"person, engineer, individual",entity
10.0.1/2025.09.25,version,entity
forcepoint endpoint dlp,"software, tool, security, technology",entity
KVSTORE,"data store, repository, system",entity
磁碟,"storage, memory, device, drive",entity
2025/12/04 10:00,"time, duration, period",entity
150 GB,"storage, capacity, size",entity
PIMS,"system, software, application",entity
A同事,"employee, colleague",entity
CVE-2025-2256,"vulnerability, flaw, security issue",entity
3.2025弱點掃描報告資訊整理,"report, document, data",entity
CDIBHMGT02,"server, host, machine

entity: e=mc²
context: einstein's famous formula
your answer:
equation, formula",entity
forwarder,"server, device, machine",entity
A,"software, program",entity
資料平衡確認與未連接license master解決,"task, operation",entity
<HTTPS大量傳輸告警>,"alert, warning, notification",entity
FISAC,"system, database, platform",entity
SSH Server 漏洞修補,"fix, patch, update, task",entity
delay,"event, problem, hindrance",entity
HTTPS,"protocol, security, encryption",entity
Splunk SIEM,"software, tool, system, platform",entity
VMware Tools,"software, tools, application",entity
2025/11/10 09:30至2025/11/10 12:00,"period, interval, span, duration",entity
FISAC API IP申請單,"form, document, application",entity
G客戶,"user, client, customer",entity
本月維護作業,maintenance,entity
CentOS作業系統升級,"system, upgrade",entity
自動化封鎖清單異動儀表板建置 (進行中),"dashboard, system, tool, automation, management",entity
11月維護,"maintenance, schedule, time, period",entity
今日工作項目,"task, project, duty",entity
健康狀況,"health, condition",entity
IP申請,application,entity
2025/11/26 17:30,"time, moment, point, instance",entity
A部員,department,entity
